GENE,HUVECs_2,HUVECs_3,HUVECs_4,HDLECs_1,HDLECs_2,HDLECs_3
TAF12,1126,1393,1009,1073,968,918
TAF12-DT,20,8,10,11,10,16
RNU11,0,0,0,0,0,0
GMEB1,1337,1266,1253,1096,1091,1194
YTHDF2,7349,7655,8253,6695,6607,6655
OPRD1,9,6,16,5,11,13
EPB41,3859,3406,3629,2969,4000,3404
TMEM200B,288,252,262,245,275,220
SRSF4,2893,2870,2814,2531,2046,2515
MECR,882,914,848,852,667,633
PTPRU,857,352,563,484,238,168
LINC01756,0,0,2,0,0,0
LOC107984933,0,0,0,0,0,0
LOC107984934,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0
LOC105378617,0,0,0,0,0,0
LOC105378618,0,0,0,0,0,0
MATN1,4,7,12,13,15,18
MATN1-AS1,11,10,12,16,21,27
LAPTM5,5379,4114,4616,17518,15271,22142
MIR4420,2,0,0,1,1,1
LOC105378620,18,4,7,38,16,53
LOC105378621,0,0,0,0,0,0
LINC01778,0,1,0,0,0,0
LOC400748,0,1,0,1,5,2
SDC3,7132,5046,6007,12239,21459,26275
PUM1,8386,7479,8590,6691,8154,7899
SNORD103A,3,1,5,2,0,0
SNORD103B,2,2,3,1,2,2
SNORD103C,10,6,2,4,4,0
LOC107984935,2,2,2,5,3,1
NKAIN1,4,1,5,1,4,2
SNRNP40,3150,3756,2992,3054,2242,2070
ZCCHC17,1758,1993,1771,1688,1196,1170
FABP3,50,52,30,43,25,27
LOC105378623,0,0,0,0,0,0
LOC107985470,0,0,0,1,0,0
SERINC2,1125,1102,1142,4787,6828,6037
LOC105378625,0,0,0,0,0,0
LOC105379772,0,0,0,0,0,0
LDC1P,0,0,0,0,0,0
LINC01226,0,0,0,0,0,0
LOC105378626,80,50,38,39,32,30
TINAGL1,17117,17852,15055,24555,18734,13161
HCRTR1,518,560,541,612,586,648
PEF1,4058,4502,4485,4517,4513,4920
PEF1-AS1,176,181,219,162,150,183
LOC105378628,3,1,3,0,3,3
COL16A1,99,114,117,41,55,54
LOC101929444,18,16,15,6,2,5
ADGRB2,170,152,82,66,51,137
MIR4254,0,0,0,0,0,0
SPOCD1,1761,1791,878,1521,211,195
PTP4A2,10604,11501,10231,14975,12682,13145
KHDRBS1,11087,11702,10800,9164,8449,8014
TMEM39B,2241,2352,2087,1556,1510,1753
MIR5585,0,1,0,0,0,0
KPNA6,11428,9730,10941,10637,10936,9720
TXLNA,8947,8915,9320,8129,8129,8109
CCDC28B,413,505,419,305,230,298
TMEM234,703,651,588,514,432,441
IQCC,165,145,121,75,51,71
DCDC2B,67,36,18,28,23,35
EIF3I,8296,10481,9283,11488,8731,8013
MTMR9LP,475,383,269,130,78,106
FAM167B,176,128,178,64,12,15
LCK,3,1,4,0,2,0
HDAC1,4638,4681,4994,6957,6128,5694
MARCKSL1,28094,29431,32020,21172,26074,36658
LOC105378629,8,9,4,10,4,15
TSSK3,209,163,173,188,181,200
FAM229A,30,21,11,25,10,30
BSDC1,3689,3316,3672,3997,3555,3598
ZBTB8B,25,18,26,5,3,4
ZBTB8A,1804,2256,2678,1090,1149,1332
LOC102723870,5,8,9,11,6,6
ZBTB8OS,490,578,468,667,565,524
RBBP4,13986,15390,14619,12008,12113,12453
SYNC,5289,5552,5234,4967,5062,5066
KIAA1522,5998,5818,5052,6108,6335,9843
YARS1,4937,4791,4693,5887,3973,4584
S100PBP,1438,1394,1510,1301,1119,1166
FNDC5,29,16,19,21,11,13
LOC105378631,0,0,0,0,0,0
HPCA,22,12,9,32,20,25
TMEM54,851,775,625,856,570,543
LOC105378632,2,1,1,0,0,0
RNF19B,1897,2176,1688,2652,1194,1459
AK2,5808,6341,5891,6141,4936,4742
LOC105378635,0,0,3,0,0,0
AZIN2,45,47,43,34,44,80
LOC112268224,1,2,3,2,1,1
TRIM62,952,773,1090,660,840,1204
ZNF362,3431,3373,3487,2649,3573,4181
A3GALT2,2,3,0,0,0,2
PHC2,6092,6907,6053,7296,7079,8354
MIR3605,5,5,1,4,10,1
PHC2-AS1,3,2,1,1,1,1
ZSCAN20,627,533,564,574,571,541
CSMD2,5,10,9,2,3,26
LOC105378638,0,0,0,0,0,0
HMGB4,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0
LOC105378639,0,0,0,0,0,0
LOC105378640,0,0,0,0,0,0
LOC105378641,0,0,0,0,0,0
MIR552,0,0,0,0,0,0
LOC105378642,8,7,7,2,0,6
GJB5,5,6,10,1,8,12
GJB4,0,4,2,5,4,4
GJB3,7,3,4,4,3,5
GJA4,8136,9695,11566,2231,3838,8357
SMIM12,2940,3326,3282,3499,3358,3765
DLGAP3,52,33,64,38,39,56
GPR199P,99,78,88,108,119,133
TMEM35B,675,927,897,1162,1197,1362
ZMYM6,1010,1028,1114,1004,765,710
ZMYM1,1776,1811,1939,1928,1405,1501
LOC105378644,0,0,0,0,0,0
SFPQ,15888,15602,12749,12454,12639,13026
ZMYM4,8026,8720,8966,7616,7326,7005
ZMYM4-AS1,408,477,514,364,378,376
KIAA0319L,3741,3685,4324,3925,4573,5048
NCDN,1743,2011,1861,1579,1632,1800
TFAP2E,18,12,11,29,16,29
TFAP2E-AS1,0,3,2,9,9,11
PSMB2,8095,9011,8018,8372,6884,6489
LOC105378646,0,0,0,0,0,0
C1orf216,1155,1448,1317,1394,1247,1237
CLSPN,1689,1521,1068,1323,670,592
AGO4,1282,1336,1396,1709,1931,2308
AGO1,6671,6141,6452,5527,6629,6168
AGO3,2559,2181,2641,2195,2617,2567
LOC105378647,3,2,0,0,0,0
TEKT2,9,4,3,6,6,1
ADPRS,1396,1345,1458,1362,1192,1102
COL8A2,65,138,74,97,144,113
TRAPPC3,3297,3596,3324,3960,3131,3059
MAP7D1,10949,10475,9636,9975,7785,8055
THRAP3,12698,12081,12812,11583,14027,13058
SH3D21,161,132,113,130,84,87
EVA1B,1873,2405,1742,1363,1175,1372
STK40,2629,2567,2965,4288,4930,4585
LSM10,1137,1432,1239,1350,916,787
OSCP1,199,217,242,217,185,167
SNORA63C,1,1,0,1,0,0
LOC107984940,2,3,2,0,3,0
MRPS15,2376,2998,2465,2657,2291,2046
CSF3R,0,0,0,0,0,0
LOC107984941,0,0,0,0,0,0
LOC105378648,0,0,0,0,0,0
GRIK3,0,0,0,2,0,0
MIR4255,0,0,0,0,0,0
LOC107984942,0,1,0,0,0,0
ZC3H12A-DT,51,85,79,88,60,20
ZC3H12A,258,240,217,168,107,111
MIR6732,0,0,0,0,0,0
MEAF6,2242,2588,2503,2676,2235,2677
MIR5581,3,2,1,2,0,1
LOC105378649,84,89,98,128,118,97
SNIP1,1107,964,1146,1090,1164,1037
DNALI1,340,435,371,117,86,118
GNL2,1978,2268,2098,1764,1385,1534
RSPO1,0,0,0,0,0,0
C1orf109,828,790,811,765,494,501
CDCA8,1677,1623,1001,1297,469,344
EPHA10,0,2,0,1,0,1
LOC105378650,0,0,0,0,0,0
MANEAL,87,127,111,79,90,214
YRDC,829,849,799,970,689,648
C1orf122,1284,1425,1481,1319,1242,1202
MTF1,1459,1264,1385,1419,1347,1281
INPP5B,1105,1235,1162,1281,1272,1455
LOC105378651,91,65,71,89,86,113
SF3A3,4837,5762,4952,4365,3104,2977
FHL3,3063,2676,2740,2585,2539,3024
UTP11,2599,2807,2530,2197,1667,1872
POU3F1,0,0,1,2,1,0
MIR3659HG,0,2,0,0,0,0
MIR3659,0,0,0,0,0,0
LINC02786,0,0,0,0,0,0
LOC105378654,0,0,0,0,0,0
LINC01343,0,0,0,0,0,0
LOC105378657,0,0,0,0,0,0
LOC107984943,0,0,0,0,0,0
LINC01685,0,0,0,0,0,0
LOC105378658,0,0,0,0,0,0
LOC105378660,0,0,0,0,0,0
RRAGC,3251,3343,3601,3361,3505,3294
GJA9-MYCBP,3,1,1,0,0,2
MYCBP,0,0,0,0,0,0
LOC105378663,20,21,11,15,18,12
GJA9,0,0,0,0,0,0
RHBDL2,23,34,10,8,6,7
LOC105378662,20,22,12,22,24,14
AKIRIN1,3295,3573,3498,3228,3122,2965
NDUFS5,1338,1689,1458,1650,1261,1091
MACF1,39208,31813,40945,43448,55461,50374
BMP8A,24,31,19,15,73,42
OXCT2P1,45,102,22,29,87,76
PPIEL,25,12,5,7,13,6
PABPC4,12381,14739,12472,13717,14376,13998
PABPC4-AS1,2373,2934,2304,2568,2706,2522
SNORA55,7,2,2,0,4,6
HEYL,2,1,5,5,10,24
NT5C1A,0,1,0,0,0,0
HPCAL4,0,0,0,1,0,5
PPIE,1401,1709,1691,1863,1555,1739
BMP8B,25,21,20,45,64,67
OXCT2,40,13,12,118,15,35
BMP8B-AS1,0,0,0,0,0,0
LOC101929536,0,0,0,0,0,0
LOC105378951,0,0,0,2,2,3
LINC02811,0,0,0,4,0,2
LOC105378665,0,0,0,3,0,1
LOC105378667,1,0,1,0,0,0
TRIT1,723,866,742,593,505,466
MYCL,350,463,437,45,12,17
MYCL-AS1,37,50,48,3,3,6
MFSD2A,174,152,111,181,11,9
LOC105378669,14,3,3,7,2,0
CAP1,16647,18197,15704,25423,21626,19536
PPT1,14342,16946,15948,17028,15703,14405
LOC105378671,5,5,0,3,0,2
RLF,1443,1629,1721,1416,1207,1406
TMCO2,1,1,1,1,0,0
ZMPSTE24,5340,5686,6171,5860,5558,4935
COL9A2,27,14,26,33,49,82
LOC107984945,0,0,0,0,0,0
SMAP2,936,1004,1050,1334,1204,1100
ZFP69B,347,292,385,389,254,277
ZFP69,137,142,120,163,104,150
EXO5-DT,17,17,5,13,6,15
EXO5,554,568,554,411,358,403
ZNF684,155,203,190,145,90,97
LOC105378673,2,0,0,0,1,0
RIMS3,17,9,9,58,50,73
LOC105378675,0,0,0,0,0,0
LOC105378674,0,0,0,0,0,0
NFYC-AS1,179,205,169,122,130,186
NFYC,1920,2009,1768,1734,1407,1783
MIR30E,1,0,0,0,0,0
MIR30C1,0,0,0,0,0,0
KCNQ4,0,3,2,4,0,4
LOC105378676,0,0,0,0,0,0
CITED4,321,383,196,328,221,258
CTPS1,2833,2812,2545,2722,1396,1211
SLFNL1-AS1,220,205,142,158,105,121
SLFNL1,87,40,32,29,12,13
SCMH1,2282,2261,2067,1909,1697,1889
FOXO6,2,5,3,0,0,0
FOXO6-AS1,0,0,0,0,0,0
LOC105378678,10,51,13,0,0,0
EDN2,1,1,0,0,1,0
HIVEP3,601,580,639,1095,719,1185
GUCA2B,0,0,0,0,0,0
GUCA2A,0,0,0,0,0,0
FOXJ3,5702,5154,6177,4717,6011,6485
RIMKLA,9,11,5,8,10,3
ZMYND12,20,27,48,45,43,22
CCDC30,29,32,37,17,10,24
PPCS,1278,1368,1482,1444,1516,1584
PPIH,1174,1330,966,1074,596,503
YBX1,19294,22095,19813,21500,18049,18477
CLDN19,0,0,0,0,0,0
P3H1,5934,5376,7251,4657,5484,5486
C1orf50,686,802,772,746,702,679
TMEM269-DT,22,15,22,13,18,13
TMEM269,9,0,4,3,7,7
LOC107984946,1,1,4,0,1,2
SVBP,372,464,419,608,451,520
ERMAP,891,1103,1093,1231,1215,1296
ZNF691,326,338,341,222,250,258
LOC339539,0,0,0,0,0,0
SLC2A1,2456,1738,2846,988,469,593
SLC2A1-DT,19,14,13,16,19,10
FAM183A,0,0,2,5,3,1
EBNA1BP2,2056,2451,2169,3024,1689,1465
MIR6733,1,0,0,0,0,0
CFAP57,81,65,107,65,43,46
LOC105378685,6,1,4,5,4,1
TMEM125,2,2,4,0,0,0
C1orf210,0,0,1,0,0,0
TIE1,39814,41562,43225,33796,42179,50895
MPL,10,24,10,18,18,35
CDC20-DT,9,5,2,8,11,14
CDC20,3276,4449,2268,3231,1068,659
ELOVL1,5464,5807,5562,6089,4759,4608
MIR6734,0,0,0,0,0,0
LOC112268225,14,12,4,11,3,2
MED8,1404,1612,1554,1440,1019,988
MED8-AS1,236,277,312,257,169,165
SZT2,4997,4429,4862,4900,4183,4235
SZT2-AS1,132,88,103,75,117,114
MIR6735,0,0,0,0,0,0
HYI,2722,2381,2827,3215,2190,2166
PTPRF,25569,18633,29472,30125,26732,19235
KDM4A,3913,3549,4503,3322,3336,3443
KDM4A-AS1,461,419,553,395,448,410
ST3GAL3,874,825,830,725,543,589
ST3GAL3-AS1,11,1,3,2,1,2
MIR6079,0,2,0,0,0,1
ARTN,3,1,1,0,0,0
LINC02918,6,2,1,1,1,1
LOC101929609,514,507,509,460,460,461
IPO13,2306,2279,2128,2251,2084,2108
DPH2,1728,1751,1570,1495,1237,1132
ATP6V0B,2309,2773,2799,2113,1768,1980
B4GALT2,4879,4866,4376,3851,3207,2962
CCDC24,129,166,154,115,96,68
SLC6A9,81,66,115,28,14,18
LOC107984948,10,12,18,7,6,2
KLF17,10,1,0,5,0,0
KLF18,0,0,0,0,0,0
DMAP1,1035,1219,977,758,725,832
ERI3,2354,2692,2552,2386,1903,1885
ERI3-IT1,14,6,2,6,7,4
SNORA110,1,0,0,0,0,0
RNF220,2063,2163,2023,2293,2317,2568
LOC107984951,0,0,0,6,5,1
MIR5584,0,0,0,0,0,0
LOC107984950,761,860,771,784,662,866
TMEM53,213,210,207,165,218,526
SNORD145,3,0,0,0,0,1
ARMH1,1,3,4,4,2,13
LOC105378690,1,3,3,2,1,3
RNU5F-1,7,6,0,2,4,1
RNU5D-1,26,39,23,8,8,23
KIF2C,1306,1326,836,1028,554,415
SNORD160,0,2,0,0,0,0
RPS8,42134,55743,55254,50174,47395,48116
SNORD55,19,38,22,15,14,15
SNORD46,30,30,14,6,10,8
SNORD38A,1,2,1,1,0,0
SNORD38B,4,2,1,0,0,4
BEST4,7,5,12,12,7,6
PLK3,1195,1135,1096,1472,900,824
DYNLT4,96,83,41,91,52,64
BTBD19,965,1004,837,787,645,665
LOC107984952,98,94,91,95,46,51
PTCH2,82,62,38,23,25,22
EIF2B3,1195,1231,1097,1182,610,563
HECTD3,4297,4453,4057,4058,4024,4131
UROD,3724,4029,4248,4939,4208,4082
ZSWIM5,259,303,326,965,2098,1889
LOC105378691,13,18,13,15,6,5
LINC01144,13,19,9,11,5,6
HPDL,155,181,94,77,25,45
MUTYH,487,570,437,362,323,405
TOE1,771,903,697,672,558,583
TESK2,294,365,299,364,455,574
CCDC163,131,96,113,69,204,53
MMACHC,5597,6057,5307,6429,5904,5803
PRDX1,15467,16722,15882,17671,17069,16260
AKR1A1,3042,3256,3339,3661,3653,3840
NASP,2479,2554,2338,1870,1868,1925
CCDC17,37,37,13,22,11,21
GPBP1L1,6124,6018,6598,7079,6967,7012
RPS15AP10,10,10,5,1,0,2
TMEM69,1361,1737,1541,1604,1382,1282
IPP,483,502,529,839,735,742
LOC105378693,0,1,1,0,0,1
MAST2,3618,3149,2827,2829,1968,2045
LOC105378694,9,7,2,3,0,3
P3R3URF-PIK3R3,0,0,0,0,0,0
PIK3R3,361,375,458,689,468,473
LOC101929626,1,4,4,6,2,5
TSPAN1,26,26,28,77,31,24
P3R3URF,0,0,0,0,0,0
POMGNT1,3581,3649,4045,4198,3599,3445
LURAP1,161,180,135,93,38,35
RAD54L,621,509,367,394,233,270
LRRC41,7472,7896,7049,6633,6262,5947
UQCRH,2628,3140,2617,3645,3012,2874
NSUN4,1461,1746,1672,1667,1450,1564
FAAH,12,19,13,30,26,87
FAAHP1,0,0,0,1,0,0
LINC01398,0,0,0,0,0,0
DMBX1,0,0,0,0,0,0
TMEM275,2,0,0,0,0,0
MKNK1-AS1,299,286,207,225,225,216
KNCN,0,0,0,0,0,0
MKNK1,1478,1660,1381,1297,1281,1336
MOB3C,870,764,727,706,485,632
LOC105378697,5,2,0,3,0,0
ATPAF1,1596,1710,1653,1690,1528,1433
TEX38,14,9,2,3,7,9
EFCAB14-AS1,838,694,899,963,751,697
EFCAB14,16922,13688,17019,20024,15181,14918
LOC105378698,24,15,7,6,7,8
LOC105378699,0,0,0,0,0,0
CYP4B1,0,0,0,0,0,0
CYP4Z2P,0,2,0,0,0,1
CYP4A11,1,0,0,0,0,0
CYP4X1,146,101,111,272,424,670
CYP4Z1,3,0,1,1,0,7
CYP4A22,2,0,0,1,1,0
LOC105378701,2,5,1,3,1,1
LINC00853,3,3,1,1,0,6
PDZK1IP1,1,14,4,1,4,8
TAL1,4135,4476,4251,5350,5972,8546
STIL,1795,1881,1371,1561,843,803
CMPK1,8205,8183,8773,9897,8197,8339
LINC01389,12,14,5,8,8,8
FOXE3,1,1,2,1,1,0
FOXD2-AS1,64,89,24,83,72,128
FOXD2,8,23,2,19,26,33
LINC01738,0,0,0,0,0,0
TRABD2B,2,18,1,8,1,9
LINC02794,0,0,0,1,0,0
SKINT1L,0,0,0,1,0,1
SLC5A9,6,2,1,10,13,43
SPATA6,426,413,464,535,557,882
AGBL4,0,0,0,16,20,28
BEND5,4,15,12,54,65,89
LOC105378706,0,0,0,0,0,0
AGBL4-AS1,0,0,0,0,0,0
AGBL4-IT1,0,0,0,0,0,0
LOC107984954,0,0,0,0,0,0
LOC105378708,0,0,0,0,0,0
ELAVL4,0,0,0,0,0,0
LOC105378709,0,0,0,0,0,0
ELAVL4-AS1,0,0,0,0,0,0
LOC105378711,0,0,0,0,0,0
LOC105378710,0,0,0,0,0,0
LINC02808,0,0,0,0,0,0
DMRTA2,0,1,0,2,0,1
LOC105378714,0,0,0,0,1,0
FAF1,2027,2257,2048,2729,2035,2327
FAF1-AS1,32,6,10,5,13,7
LOC112268262,1,2,0,1,1,4
CDKN2C,505,527,341,711,393,553
MIR4421,0,0,0,0,0,0
MIR6500,0,0,0,0,0,0
C1orf185,0,0,0,0,0,0
LINC01562,4,6,4,7,6,8
RNF11,8227,8592,8845,11173,10123,11310
TTC39A,145,247,107,122,171,225
LOC105378717,0,2,0,0,1,0
TTC39A-AS1,2,3,0,2,0,4
EPS15,5600,6004,5930,12027,13116,16160
EPS15-AS1,19,7,2,14,13,38
CALR4P,0,0,0,2,5,7
LOC105378719,1,1,2,0,0,0
OSBPL9,4027,4200,4499,3933,4026,3841
NRDC,6673,6978,6957,7483,6836,5906
LOC105378721,472,475,426,505,490,392
MIR761,0,0,0,0,0,0
RAB3B,4212,1760,3135,12495,3405,2267
TXNDC12,3024,3243,3704,3156,2943,2860
KTI12,0,0,0,0,0,0
TXNDC12-AS1,4,3,1,2,0,2
BTF3L4,3135,3294,3606,3105,2462,2227
LOC107984956,0,1,0,3,0,0
ZFYVE9,3280,3298,3066,3663,4162,3823
CC2D1B,2131,1946,1850,1871,1952,1771
ORC1,535,527,361,420,242,183
PRPF38A,2002,2333,2080,1811,1720,2099
TUT4,2408,2367,2648,2224,2280,2330
LOC105378723,15,4,6,4,4,1
GPX7,918,666,1183,526,239,563
SHISAL2A,0,0,0,0,0,3
COA7,1868,2057,1872,1718,1251,1191
ZYG11B,5653,5558,5506,5796,5738,5374
ZYG11A,90,79,70,5,2,4
ECHDC2,567,396,312,167,229,173
SCP2,5208,5091,5748,4984,4777,4829
PODN,128,65,57,1,1,2
SLC1A7,0,1,0,0,0,0
LOC105378724,0,0,0,0,0,0
CPT2,935,1040,926,1190,1225,1357
CZIB,1644,1897,1781,1668,1341,1563
MAGOH,657,652,579,575,485,541
MAGOH-DT,52,35,24,36,36,37
LRP8,1419,1427,1206,1392,1042,787
LOC105378728,78,56,51,56,47,24
LOC105378726,148,141,107,86,50,36
LRP8-DT,3,1,3,2,4,2
LOC105378731,4,2,1,1,3,0
LOC105378730,2,4,1,7,4,3
LINC02812,0,0,0,0,0,0
SLC25A3P1,0,0,0,0,0,0
LOC105378733,0,0,0,0,0,0
DMRTB1,0,0,0,0,0,0
GLIS1,1,0,1,0,1,17
NDC1,3073,3176,2693,2744,1505,1362
YIPF1,724,813,828,962,1057,978
DIO1,7,4,4,3,1,1
HSPB11,547,632,617,905,658,689
LRRC42,1191,1201,1275,1494,1309,1143
LDLRAD1,0,0,0,0,0,0
TMEM59,6584,7365,8397,7527,8558,8612
TCEANC2,916,975,964,857,731,710
MIR4781,0,0,0,0,0,0
CDCP2,1,12,11,3,2,38
CYB5RL,558,693,565,416,397,638
MRPL37,5265,6181,4953,5220,5028,5590
SSBP3,3752,3795,3243,3293,3196,4629
SSBP3-AS1,25,19,3,15,7,8
LOC105378735,0,0,0,0,0,0
LINC02784,0,0,0,0,0,0
ACOT11,257,376,147,280,238,281
FAM151A,78,129,46,86,76,77
MROH7-TTC4,0,0,0,0,0,0
MROH7,0,0,0,0,0,0
TTC4,3,13,2,10,4,4
PARS2,288,338,323,305,292,290
TTC22,0,0,0,0,0,0
LEXM,0,0,0,0,0,2
DHCR24,3940,4783,2467,6277,3691,5081
DHCR24-DT,6,5,1,7,10,9
TRK-CTT7-1,0,0,0,0,0,0
LOC105378736,0,0,0,0,0,0
TMEM61,0,0,0,13,12,39
BSND,1,0,0,0,0,1
PCSK9,3,1,4,7,15,14
USP24,3849,3493,3972,5808,7058,6755
LOC100507634,43,49,56,57,125,94
MIR4422HG,0,0,0,0,1,0
MIR4422,0,0,0,0,0,0
LOC105378740,0,0,0,1,0,0
LINC01753,0,0,0,0,0,0
LINC01755,1,0,0,0,0,0
LOC105378737,1,0,1,1,1,4
LOC105378741,12,5,8,12,1,1
LINC01767,6,0,0,1,0,5
PLPP3,5172,7902,5174,4594,4659,8788
LOC101929935,0,0,2,0,0,0
PRKAA2,582,712,727,255,357,254
FYB2,4,1,0,0,1,0
C8A,0,0,0,0,0,0
C8B,0,0,0,0,0,0
LOC105378745,0,0,0,0,0,0
LOC112267900,0,0,0,0,0,1
DAB1,0,0,0,0,4,9
LOC105378748,0,0,0,0,0,0
LOC105378747,0,0,0,0,0,0
DAB1-AS1,0,0,0,0,0,0
LOC105378746,0,0,0,0,0,0
LOC107984960,7,6,1,0,1,2
OMA1,214,237,227,409,297,322
TACSTD2,8952,3408,8498,4684,20593,1377
MYSM1,966,1196,1262,2510,2105,2766
LOC112268263,260,111,153,53,70,8
LOC105378751,303,117,86,110,51,13
JUN,5638,5206,5626,6865,5105,4101
LINC01135,15,7,8,4,3,1
LOC101926907,41,39,22,34,14,15
LOC107984961,3,0,1,1,0,0
LINC02777,34,54,42,70,14,15
LINC01358,46,86,60,85,12,9
HSD52,1,1,3,5,0,2
FGGY-DT,17,19,6,12,10,16
FGGY,383,467,483,634,495,561
MIR4711,0,0,0,0,0,0
LOC101926944,2,0,1,1,0,2
LOC105378758,0,0,0,0,0,0
HOOK1,4,1,4,3,0,0
CYP2J2,5,21,18,5,13,8
C1orf87,0,0,0,0,0,0
LINC02778,0,0,0,0,0,0
LOC107984963,0,0,0,0,0,0
LOC105378761,0,0,0,0,0,0
LOC107984962,0,0,0,0,0,0
LOC107985379,0,1,1,0,0,0
LINC01748,3,6,4,23,45,35
LOC101926964,8,7,5,14,31,46
LOC105378764,3,4,8,10,34,51
NFIA-AS2,47,62,37,57,86,130
NFIA,6876,8102,8475,8680,14759,17304
NFIA-AS1,2,1,4,1,2,4
LOC105378766,1,1,0,0,0,0
LOC107984964,0,0,0,0,0,0
MGC34796,1,0,0,0,0,0
TM2D1,713,757,794,982,846,882
PATJ,353,379,369,558,809,780
MIR12132,0,0,0,2,0,0
LOC107984965,0,1,0,2,0,0
MIR3116-1,0,0,0,0,0,0
MIR3116-2,0,0,0,0,0,0
L1TD1,0,0,0,0,0,0
KANK4,0,3,0,0,0,0
LOC105378768,0,0,0,0,0,0
USP1,3161,3403,2917,2563,1709,1788
DOCK7,1429,1452,1219,1750,1220,1246
ANGPTL3,21,5,3,3,1,1
ATG4C,734,940,886,667,522,532
LINC01739,0,0,0,0,0,0
LINC00466,0,0,0,0,0,0
LOC105378770,0,0,0,0,0,0
FOXD3-AS1,0,0,0,0,0,0
FOXD3,0,0,0,0,0,0
MIR6068,0,0,0,0,0,0
ALG6,889,831,965,818,635,662
ITGB3BP,300,398,334,400,228,315
LOC102724319,5,4,0,2,0,2
EFCAB7,272,326,349,256,226,290
DLEU2L,5,8,3,2,1,6
PGM1,1448,1597,1593,2518,3695,5882
LOC105378771,0,0,0,0,0,3
ROR1,495,449,520,381,35,61
LOC105378772,2,0,0,0,0,0
ROR1-AS1,5,0,2,0,0,0
LOC105378773,0,0,2,20,17,32
UBE2U,0,0,0,13,1,20
LOC105378774,0,0,0,0,0,0
LOC107984966,9,12,15,7,8,5
CACHD1,803,696,705,727,657,477
MIR4794,0,0,0,0,0,0
RAVER2,2300,2109,1820,1665,1414,1440
JAK1,23571,21720,20132,20783,22272,23247
LINC01359,13,2,2,2,7,9
MIR3671,3,1,0,0,3,1
MIR101-1,0,1,0,0,0,0
AK4,1548,1129,1070,2214,2928,2824
DNAJC6,432,355,370,699,546,399
LOC102724416,16,3,3,4,3,4
LOC112268227,4,4,1,0,1,2
LEPR,3453,5776,7873,4967,11700,7479
LEPROT,6533,6189,7279,9402,11135,10934
PDE4B,8509,9005,10601,12780,12367,13237
PDE4B-AS1,0,0,0,0,0,0
LOC105378776,0,0,2,0,0,0
SGIP1,845,602,822,1911,2881,2993
MIR3117,3,2,1,1,0,2
DYNLT5,167,107,169,29,4,13
INSL5,0,0,1,0,0,0
DNAI4,132,196,236,144,148,111
MIER1,3970,4084,4414,4819,4090,4383
SLC35D1,721,717,761,727,653,656
C1orf141,0,0,0,0,0,0
IL23R,0,0,0,0,0,0
IL12RB2,23,14,14,8,7,7
SERBP1,18738,19242,18854,16502,14597,14779
LINC01702,0,0,0,0,0,0
LOC105378780,0,0,0,0,0,0
GADD45A,1921,1992,2246,1812,929,1237
GNG12,29593,30720,32940,41260,51554,47433
LOC105378781,27,13,6,13,8,6
GNG12-AS1,275,274,304,195,189,254
DIRAS3,159,119,97,920,199,204
WLS,9277,9729,11302,5614,4032,3659
MIR1262,0,1,1,0,1,1
LOC105378782,0,0,0,0,0,0
RPE65,0,0,0,0,0,0
DEPDC1,1797,2012,1347,2332,678,443
DEPDC1-AS1,9,9,5,14,3,0
LOC107984967,0,0,0,0,0,1
LOC105378783,0,0,0,0,0,0
LINC01707,0,0,1,1,0,0
LOC105378787,0,0,0,0,0,0
LINC02791,0,0,0,2,0,0
LINC01758,0,0,0,0,0,0
LOC105378789,0,2,0,0,0,0
LOC105378790,0,0,0,0,0,0
LRRC7,34,29,43,153,155,60
PIN1P1,0,0,0,0,0,0
LRRC7-AS1,0,0,0,0,0,0
LRRC40,1675,1900,1987,1934,1524,1511
SRSF11,4790,4675,4173,3982,3182,3216
ANKRD13C,1729,1839,2029,1728,1571,1693
HHLA3,72,105,103,136,125,108
HHLA3-AS1,0,0,0,0,0,0
CTH,123,154,170,124,143,120
LOC105378793,0,0,1,0,0,0
LOC105378794,0,0,0,0,0,0
LINC01788,0,0,0,0,0,0
LOC102724572,0,0,0,0,0,0
PTGER3,1,1,3,0,0,3
LOC107985517,0,0,0,0,0,0
ZRANB2-AS1,359,416,318,406,286,276
ZRANB2,2967,3105,2779,3293,2565,2279
MIR186,15,6,7,3,5,3
ZRANB2-DT,2,3,5,1,3,4
LOC105378795,2,1,0,5,2,1
NEGR1,772,759,739,337,169,43
NEGR1-IT1,0,0,1,0,0,0
LOC105378797,6,10,9,0,0,0
LOC105378796,2,0,0,2,1,0
LOC105378798,0,0,0,0,0,0
LINC02796,0,0,0,0,0,0
LINC02797,0,0,0,0,0,0
LOC105378800,0,0,0,0,0,0
LINC01360,0,0,0,0,0,0
LOC105378801,0,0,0,0,0,0
LOC107985391,0,0,0,0,0,0
LOC105378802,0,0,0,0,0,0
LINC02238,0,0,0,0,0,0
LRRIQ3,10,17,17,22,7,14
FPGT-TNNI3K,0,0,0,0,0,0
FPGT,533,585,632,667,508,564
TNNI3K,0,0,0,0,0,0
LOC105378805,0,0,0,0,0,0
LRRC53,0,0,0,0,0,0
ERICH3,0,0,0,0,0,0
